firstName,sg_arg_rank,countryCode,100_150_fw_good_shot_rate,distance_rank,dg_index,std_deviation,over_200_fw_poor_shot_avoid_rate,country_y,course_experience_adjustment,over_150_rgh_good_shot_rate,sg_app_rank,over_200_fw_shot_count,50_100_fw_proximity_per_shot,driving_distance_adjustment,id,sg_arg,over_150_rgh_proximity_per_shot,50_100_fw_shot_count,100_150_fw_shot_count,home_page,baseline_pred,under_150_rgh_good_shot_rate,hidden,distance_pred,strokesGainedTrends,driving_dist,150_200_fw_good_shot_rate,under_150_rgh_poor_shot_avoid_rate,strokes_gained_category_adjustment,driving_acc,100_150_fw_low_data_indicator,country_adjustment,sg_putt_pred,150_200_fw_gir_rate,over_200_fw_gir_rate,50_100_fw_good_shot_rate,am,150_200_fw_low_data_indicator,timing_adjustment,dataGolfRanking,lastName,course_history_adjustment,sg_putt,over_200_fw_good_shot_rate,over_150_rgh_gir_rate,accuracy_pred,cf_short_comp,sample_size,100_150_fw_gir_rate,dg_change,over_150_rgh_sg_per_shot,cf_approach_comp,100_150_fw_sg_per_shot,sg_arg_pred,50_100_fw_low_data_indicator,perkcuppoints2020,owgr_rank,true_sg_adjustments,under_150_rgh_sg_per_shot,perkcuppoints2024,under_150_rgh_shot_count,other_fit_adjustment,150_200_fw_shot_count,dg_id_x,sg_total_rank,over_200_fw_sg_per_shot,over_150_rgh_poor_shot_avoid_rate,sg_app,owgr_change,50_100_fw_gir_rate,dg_rank,sg_total,nextBlockTotalPlayerFieldPoints,sg_putt_rank,over_150_rgh_shot_count,sg_ott_pred,perkcuppoints2023,dg_id,100_150_fw_proximity_per_shot,over_200_fw_proximity_per_shot,age_adjustment,over_200_fw_low_data_indicator,perkcuppoints2022,sg_total_pred,age,50_100_fw_sg_per_shot,perkcuppoints2021,over_150_rgh_low_data_indicator,dg_id_y,under_150_rgh_proximity_per_shot,sg_ott_rank,under_150_rgh_gir_rate,150_200_fw_sg_per_shot,dataGolfIndex,accuracy_rank,total_course_history_adjustment,total_fit_adjustment,final_pred,country_x,sg_app_pred,driving_accuracy_adjustment,playerSkillRatings,player_name,150_200_fw_proximity_per_shot,sg_ott,50_100_fw_poor_shot_avoid_rate,amateur_status,100_150_fw_poor_shot_avoid_rate,under_150_rgh_low_data_indicator,primary_tour,150_200_fw_poor_shot_avoid_rate,comments
John,,USA,,,-0.762,,,,,,,,,,25319.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,369.0,VanDerLaan,,,,,,,,,1.0,,,,,,245.0,493.0,,,240.0,,,,,,,,,-8.0,,369.0,,,,,,430.0,,,,,,330.0,,,,225.0,,,,,,,-0.762,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","VanDerLaan, John",,,,0,,,Korn Ferry Tour,,
Hayden,381.0,USA,0.073,242.0,-1.016,2.71677310750641,0.923,USA,-0.0117748498757182,0.031,213.0,272.0,20.475,0.0261631929650743,25363.0,-0.289,65.853,124.0,449.0,,-1.02621997373361,0.056,,-2.144,"{'baseline_pred': -1.02621997373361, 'final_pred': -0.844212946807091}",-2.144,0.062,0.929,0.106149908951541,0.032,0.0,0.0,-0.352,0.651,0.451,0.065,0.0,0.0,0.00583610159569,459.0,Buckley,-0.0020606285784409,-0.352,0.048,0.326,0.032,-0.0203631977994667,150.0,0.774,8.0,0.004,-0.0024581340843415,-0.019,-0.289,0.0,155.0,250.0,0.0524536947573705,-0.011,150.0,196.0,-0.0228213318838082,675.0,25363.0,278.0,-0.036,0.963,-0.216,-7.0,0.796,459.0,-0.874,,374.0,163.0,-0.016,70.0,25363.0,24.075,51.265,0.0172062674613365,0.0,65.0,-0.874,28.0,-0.064,525.0,0.0,25363.0,38.794,179.0,0.596,0.013,-1.016,80.0,-0.0138354784541591,0.0141965326147402,-0.844212946807091,United States,-0.216,0.0108546715334742,"{'sg_putt': -0.352, 'sg_arg': -0.289, 'sg_app': -0.216, 'sg_ott': -0.016, 'sg_total': -0.874}","Buckley, Hayden",31.517,-0.016,0.903,Q-school,0.929,0.0,PGA TOUR,0.939,
Taylor,33.0,USA,0.096,335.0,-0.827,2.74520721913124,0.944,USA,-0.0091178065840758,0.029,375.0,267.0,18.119,0.0853942750520743,25442.0,0.205,70.76,130.0,428.0,,-0.921071458329754,0.053,,-7.504,"{'baseline_pred': -0.921071458329754, 'final_pred': -1.75672298116575}",-7.504,0.06,0.914,-0.537321960346418,-0.129,0.0,0.0,0.567,0.608,0.418,0.077,0.0,0.0,-0.36457939850837,391.0,Montgomery,0.0216302120092899,0.567,0.056,0.319,-0.129,0.0258714899479435,150.0,0.785,39.0,-0.04,-0.0090904822738522,0.028,0.205,0.0,260.0,202.0,-0.0144259985177209,-0.019,75.0,244.0,0.0167810076740913,553.0,25442.0,360.0,-0.029,0.939,-0.788,-2.0,0.816,391.0,-1.55,,3.0,313.0,-1.534,110.0,25442.0,21.407,51.651,0.0124591417025813,0.0,790.0,-1.55,29.0,0.0,305.0,0.0,25442.0,38.494,412.0,0.556,-0.056,-0.827,412.0,0.0125124054252141,0.0557042874087184,-1.75672298116575,United States,-0.788,-0.0464709953174472,"{'sg_putt': 0.567, 'sg_arg': 0.205, 'sg_app': -0.788, 'sg_ott': -1.534, 'sg_total': -1.55}","Montgomery, Taylor",35.192,-1.534,0.908,Cond 126-150,0.935,0.0,PGA TOUR,0.906,
Pontus,,SWE,,,-0.308,,,,,,,,,,25475.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,225.0,Nyholm,,,,,,,,,-1.0,,,,,,,402.0,,,265.0,,,,,,,,,-5.0,,225.0,,,,,,215.0,,,,,,210.0,,,,10.0,,,,,,,-0.308,,,,,Sweden,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Nyholm, Pontus",,,,0,,,Korn Ferry Tour,,
Etienne,,CAN,,,-0.981,,,,,,,,,,25567.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,445.0,Papineau,,,,,,,,,6.0,,,,,,,9999.0,,,240.0,,,,,,,,,0.0,,445.0,,,,,,0.0,,,,,,,,,,,,,,,,,-0.981,,,,,Canada,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Papineau, Etienne",,,,0,,,Korn Ferry Tour,,
Samuel,89.0,USA,0.055,82.0,0.322,2.65369162254529,0.953,USA,-0.025255813042881,0.052,187.0,379.0,19.258,-0.073289750611033,25569.0,0.074,78.532,253.0,623.0,,0.330530633021009,0.059,,6.625,"{'baseline_pred': 0.330530633021009, 'final_pred': 0.439964175266896}",6.625,0.058,0.928,0.0807276646133097,0.001,0.0,0.0,0.169,0.683,0.421,0.067,0.0,0.0,0.049578400823366,103.0,Stevens,-0.0056382553287283,0.169,0.032,0.308,0.001,0.012876616533595,150.0,0.784,-7.0,-0.043,-0.0014449671112923,-0.025,0.074,0.0,,132.0,0.0557338848643619,-0.006,305.0,321.0,0.0114316494223026,745.0,25569.0,77.0,-0.042,0.94,-0.13,0.0,0.809,103.0,0.476,,78.0,251.0,0.363,170.0,25569.0,24.001,50.158,0.0186669215409535,0.0,395.0,0.476,28.0,-0.044,0.0,0.0,25569.0,39.202,40.0,0.569,0.017,0.322,167.0,-0.0308940683716093,-0.0643792612244949,0.439964175266896,United States,-0.13,-0.0025211600357645,"{'sg_putt': 0.169, 'sg_arg': 0.074, 'sg_app': -0.13, 'sg_ott': 0.363, 'sg_total': 0.476}","Stevens, Samuel",30.891,0.363,0.901,Top 100,0.939,0.0,PGA TOUR,0.957,
Wilson,279.0,USA,0.034,58.0,-1.084,2.70393252923588,0.964,USA,-0.0465926875218978,0.05,325.0,112.0,19.446,-0.0926394036540266,25771.0,-0.141,66.538,66.0,177.0,,-1.00402421032837,0.096,,8.425,"{'baseline_pred': -1.00402421032837, 'final_pred': -1.11650143543638}",8.425,0.058,0.923,-0.0009178740169153,-0.083,0.0,0.0,-0.083,0.635,0.465,0.045,0.0,0.0,-0.0971445894499254,493.0,Furr,0.0,-0.083,0.08,0.387,-0.083,-0.0084377606444018,150.0,0.778,-35.0,0.017,-0.0049227511646741,-0.039,-0.141,0.0,,426.0,0.138394531712653,-0.007,55.0,104.0,-0.013360511809076,241.0,25771.0,311.0,-0.0,0.95,-0.547,-15.0,0.841,493.0,-1.099,,223.0,80.0,-0.328,440.0,25771.0,24.338,47.789,0.0274308460186552,0.0,10.0,-1.099,26.0,-0.063,,0.0,25771.0,37.87,305.0,0.519,-0.03,-1.084,401.0,-0.0465926875218978,-0.1336474518505823,-1.11650143543638,United States,-0.547,-0.0276475363874797,"{'sg_putt': -0.083, 'sg_arg': -0.141, 'sg_app': -0.547, 'sg_ott': -0.328, 'sg_total': -1.099}","Furr, Wilson",34.426,-0.328,0.955,0,0.955,0.0,PGA TOUR,0.934,
Vince,19.0,USA,0.077,111.0,0.302,2.67305351259957,0.911,USA,0.0097751165208472,0.038,209.0,214.0,18.17,-0.0451746047311125,25908.0,0.248,62.79,115.0,298.0,,0.143601884891811,0.052,,4.933,"{'baseline_pred': 0.143601884891811, 'final_pred': 0.0246317369295117}",4.933,0.05,0.92,-0.223391904117233,-0.077,0.0,0.0,0.49,0.644,0.395,0.113,0.0,0.0,0.104455799601136,110.0,Whaley,0.0019908762340951,0.49,0.042,0.295,-0.077,0.0267656438779382,150.0,0.807,23.0,-0.017,-0.0026668616210451,-0.013,0.248,0.0,160.0,99.0,0.0237289739246357,-0.003,330.0,212.0,0.0240987822568931,418.0,25908.0,124.0,-0.055,0.968,-0.205,16.0,0.828,110.0,0.158,,9.0,158.0,-0.376,115.0,25908.0,23.63,50.91,0.0128243052224856,0.0,65.0,0.158,29.0,0.012,310.0,0.0,25908.0,38.501,320.0,0.608,-0.024,0.302,395.0,0.0117659927549424,-0.0483533153482652,0.0246317369295117,United States,-0.205,-0.0272774928740459,"{'sg_putt': 0.49, 'sg_arg': 0.248, 'sg_app': -0.205, 'sg_ott': -0.376, 'sg_total': 0.158}","Whaley, Vince",32.394,-0.376,0.922,Top 125,0.956,0.0,PGA TOUR,0.947,
Matthew,,USA,,,-0.241,,,,,,,,,,25919.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,200.0,Wolff,,,,,,,,,2.0,,,,,,290.0,9999.0,,,340.0,,,,,,,,,0.0,,200.0,,,,,,245.0,,,,,,190.0,,,,215.0,,,,,,,-0.241,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Wolff, Matthew",,,,0,,,LIV Tour,,
Akshay,106.0,USA,0.076,209.0,0.722,,0.961,,,0.034,104.0,357.0,17.119,,26096.0,0.059,62.678,200.0,564.0,,,0.063,,-0.473,"{'baseline_pred': nan, 'final_pred': nan}",-0.473,0.062,0.969,,0.048,0.0,,0.274,0.697,0.492,0.055,,0.0,,49.0,Bhatia,,0.274,0.048,0.308,0.048,,,0.801,-3.0,-0.031,,0.016,0.059,0.0,55.0,30.0,,-0.004,315.0,223.0,,757.0,,49.0,0.026,0.941,0.134,0.0,0.814,49.0,0.726,,39.0,203.0,0.259,345.0,26096.0,22.095,44.742,,0.0,235.0,0.726,,-0.011,10.0,0.0,26096.0,40.301,74.0,0.557,0.031,0.722,52.0,,,,United States,0.134,,"{'sg_putt': 0.274, 'sg_arg': 0.059, 'sg_app': 0.134, 'sg_ott': 0.259, 'sg_total': 0.726}","Bhatia, Akshay",29.879,0.259,0.92,Top 30,0.938,0.0,PGA TOUR,0.96,
Mitchell,,USA,,,-0.568,,,,,,,,,,26126.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,301.0,Meissner,,,,,,,,,-1.0,,,,,,,425.0,,,315.0,,,,,,,,,-4.0,,301.0,,,,,,115.0,,,,,,,,,,,,,,,,,-0.568,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Meissner, Mitchell",,,,0,,,Korn Ferry Tour,,
Alvaro,,MEX,,,-0.71,,,,,,,,,,26190.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,347.0,Ortiz Becerra,,,,,,,,,3.0,,,,,,,406.0,,,310.0,,,,,,,,,-2.0,,347.0,,,,,,,,,,,,95.0,,,,10.0,,,,,,,-0.71,,,,,Mexico,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Ortiz Becerra, Alvaro",,,,0,,,Korn Ferry Tour,,
Thomas,,USA,,,-0.908,,,,,,,,,,26531.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,420.0,Walsh,,,,,,,,,0.0,,,,,,,405.0,,,225.0,,,,,,,,,-4.0,,420.0,,,,,,250.0,,,,,,60.0,,,,,,,,,,,-0.908,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Walsh, Thomas",,,,0,,,Korn Ferry Tour,,
Michael,140.0,USA,0.051,25.0,0.039,2.70393252923588,0.97,USA,-0.0465926875218978,0.117,178.0,99.0,17.175,-0.126433366360306,26649.0,0.011,51.619,56.0,156.0,,-0.205477174214551,0.065,,12.135,"{'baseline_pred': -0.205477174214551, 'final_pred': -0.453946955077163}",12.135,0.039,0.88,-0.0433169077068432,-0.054,0.0,0.0,0.153,0.651,0.544,0.036,0.0,0.0,-0.0562112324213041,156.0,Thorbjornsen,0.0,0.153,0.091,0.394,-0.054,0.0005758932921381,150.0,0.75,37.0,0.091,-0.0027585998558426,-0.038,0.011,0.0,,179.0,0.0054727772290061,-0.011,70.0,108.0,-0.0021827065637044,154.0,26649.0,123.0,0.097,0.983,-0.091,46.0,0.908,156.0,0.159,,85.0,60.0,0.086,25.0,26649.0,23.641,41.643,0.0413070597750161,0.0,70.0,0.159,23.0,-0.01,,0.0,26649.0,41.253,140.0,0.547,0.005,0.039,358.0,-0.0465926875218978,-0.1491287902165887,-0.453946955077163,United States,-0.091,-0.0205127172925784,"{'sg_putt': 0.153, 'sg_arg': 0.011, 'sg_app': -0.091, 'sg_ott': 0.086, 'sg_total': 0.159}","Thorbjornsen, Michael",30.147,0.086,1.0,Cond 126-150,0.929,0.0,PGA TOUR,0.942,
Cameron,72.0,USA,0.092,21.0,0.641,,0.954,,,0.079,63.0,438.0,18.332,,26651.0,0.093,56.553,206.0,632.0,,,0.068,,12.31,"{'baseline_pred': nan, 'final_pred': nan}",12.31,0.081,0.912,,-0.028,0.0,,-0.034,0.672,0.52,0.073,,0.0,,58.0,Young,,-0.034,0.062,0.407,-0.028,,,0.828,-3.0,0.023,,0.05,0.093,0.0,120.0,37.0,,-0.015,325.0,339.0,,770.0,,46.0,0.03,0.934,0.269,-3.0,0.872,58.0,0.758,,187.0,290.0,0.43,135.0,26651.0,21.154,44.685,,0.0,355.0,0.758,,-0.01,405.0,0.0,26651.0,38.568,29.0,0.543,0.026,0.641,285.0,,,,United States,0.269,,"{'sg_putt': -0.034, 'sg_arg': 0.093, 'sg_app': 0.269, 'sg_ott': 0.43, 'sg_total': 0.758}","Young, Cameron",29.368,0.43,0.942,Top 50,0.949,0.0,PGA TOUR,0.953,
Austin,284.0,USA,0.067,139.0,0.68,2.66963460547379,0.968,USA,-0.0225987697512386,0.066,26.0,434.0,18.641,-0.0272869323428162,26653.0,-0.145,66.811,177.0,504.0,,0.570334057951486,0.076,,3.266,"{'baseline_pred': 0.570334057951486, 'final_pred': 0.674845033905958}",3.266,0.067,0.924,0.110488111287897,0.046,0.0,0.0,0.011,0.682,0.474,0.107,0.0,0.0,0.0122645859765201,53.0,Eckroat,0.0085864398897117,0.011,0.067,0.36,0.046,-0.0061167212536555,150.0,0.8,14.0,-0.022,0.0041606222325033,0.003,-0.145,0.0,25.0,36.0,-0.0194249541435443,-0.007,375.0,210.0,-0.0019560990211522,866.0,26653.0,37.0,0.024,0.919,0.459,-1.0,0.795,53.0,0.89,,160.0,197.0,0.565,35.0,26653.0,22.781,45.556,0.0296218271380806,0.0,435.0,0.89,25.0,-0.011,110.0,0.0,26653.0,39.322,12.0,0.561,0.027,0.68,56.0,-0.0140123298615269,-0.0144262644429543,0.674845033905958,United States,0.459,0.0148167669210141,"{'sg_putt': 0.011, 'sg_arg': -0.145, 'sg_app': 0.459, 'sg_ott': 0.565, 'sg_total': 0.89}","Eckroat, Austin",29.71,0.565,0.898,Top 50,0.946,0.0,PGA TOUR,0.94,
Steven,,USA,,,-0.18,2.70393252923588,,USA,-0.0465926875218978,,,,,-0.0561631060624937,26657.0,,,,,,-0.203243031981079,,,,"{'baseline_pred': -0.203243031981079, 'final_pred': -0.452673268621742}",,,,0.0291856576461195,,,0.0,,,,,0.0,,-0.196850486004894,187.0,Fisk,0.0,,,,,-0.0036305960636922,150.0,,2.0,,-0.0014975459642507,,,,,155.0,0.0,,560.0,,-0.005128142027943,,26657.0,,,,,-4.0,,187.0,,,,,,235.0,,,,0.0219533932200915,,125.0,,27.0,,,,,,,,,-0.18,,-0.0465926875218978,-0.0571261139800815,-0.452673268621742,United States,,0.0041651341103552,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Fisk, Steven",,,,0,,,Korn Ferry Tour,,
Will,360.0,USA,0.063,63.0,-0.727,2.75592291588183,0.96,USA,0.0097751165208472,0.063,210.0,252.0,18.517,-0.0854398949607539,26660.0,-0.244,62.527,97.0,366.0,,-0.861030901209574,0.034,,7.992,"{'baseline_pred': -0.861030901209574, 'final_pred': -0.778839380070587}",7.992,0.054,0.938,0.106699067672592,-0.013,0.0,0.0,-0.292,0.693,0.491,0.052,0.0,0.0,0.0602081420577942,353.0,Gordon,0.0363849807038999,-0.292,0.032,0.381,-0.013,-0.0222709158174126,150.0,0.8,52.0,0.014,-0.0023117822700191,-0.03,-0.244,0.0,165.0,474.0,-0.0373176784310608,-0.02,30.0,177.0,-0.0245826980874317,614.0,26660.0,250.0,0.012,0.971,-0.209,0.0,0.854,353.0,-0.663,,347.0,174.0,0.082,35.0,26660.0,24.58,48.866,0.0190320850608576,0.0,695.0,-0.663,28.0,-0.036,60.0,0.0,26660.0,40.629,143.0,0.593,0.022,-0.727,230.0,0.0461600972247471,-0.1125901924459428,-0.778839380070587,United States,-0.209,-0.0025675993977572,"{'sg_putt': -0.292, 'sg_arg': -0.244, 'sg_app': -0.209, 'sg_ott': 0.082, 'sg_total': -0.663}","Gordon, Will",30.637,0.082,0.938,0,0.932,0.0,PGA TOUR,0.945,
Eugenio,,ESP,,,-0.815,,,,,,,,,,26745.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,388.0,Chacarra,,,,,,,,,38.0,,,,,,,479.0,,,205.0,,,,,,,,,0.0,,388.0,,,,,,265.0,,,,,,45.0,,,,0.0,,,,,,,-0.815,,,,,Spain,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Chacarra, Eugenio",,,,0,,,LIV Tour,,
Trent,,USA,,,-1.034,,,,,,,,,,26913.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,473.0,Phillips,,,,,,,,,0.0,,,,,,,319.0,,,285.0,,,,,,,,,-6.0,,473.0,,,,,,185.0,,,,,,0.0,,,,,,,,,,,-1.034,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Phillips, Trent",,,,0,,,Korn Ferry Tour,,
Chandler,126.0,USA,0.09,278.0,0.38,2.70393252923588,0.951,USA,-0.0465926875218978,0.044,137.0,203.0,17.761,0.0489142915376788,27164.0,0.031,65.318,95.0,321.0,,0.185859780314568,0.045,,-3.753,"{'baseline_pred': 0.185859780314568, 'final_pred': 0.249751254935564}",-3.753,0.063,0.936,-0.0075800642594892,0.034,0.0,0.0,0.256,0.65,0.429,0.116,0.0,0.0,-0.031535454211717,92.0,Phillips,0.0,0.256,0.079,0.334,0.034,0.0083577770289281,150.0,0.734,33.0,-0.046,-0.0005735965054051,0.013,0.031,0.0,10.0,142.0,0.0613662866715952,-0.003,240.0,156.0,0.0077841805235229,428.0,27164.0,78.0,0.031,0.92,0.032,8.0,0.824,92.0,0.471,,44.0,137.0,0.153,295.0,27164.0,21.145,44.321,0.0204927391404746,0.0,,0.471,27.0,0.012,105.0,0.0,27164.0,38.732,118.0,0.567,-0.018,0.38,74.0,-0.0465926875218978,0.0677406548020302,0.249751254935564,United States,0.032,0.0110421827408285,"{'sg_putt': 0.256, 'sg_arg': 0.031, 'sg_app': 0.032, 'sg_ott': 0.153, 'sg_total': 0.471}","Phillips, Chandler",32.074,0.153,0.947,Top 100,0.928,0.0,PGA TOUR,0.932,
Isaiah,,USA,,,-0.297,,,,,,,,,,27183.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,221.0,Salinda,,,,,,,,,-1.0,,,,,,20.0,233.0,,,210.0,,,,,,,,,-4.0,,221.0,,,,,,185.0,,,,,,,,,,0.0,,,,,,,-0.297,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Salinda, Isaiah",,,,0,,,Korn Ferry Tour,,
Harry,25.0,ENG,0.055,186.0,0.663,,0.941,,,0.061,99.0,307.0,17.268,,27194.0,0.231,66.92,193.0,453.0,,,0.088,,0.581,"{'baseline_pred': nan, 'final_pred': nan}",0.581,0.05,0.923,,-0.037,0.0,,0.416,0.651,0.425,0.083,,0.0,,54.0,Hall,,0.416,0.072,0.317,-0.037,,,0.788,-3.0,-0.021,,0.007,0.231,0.0,210.0,106.0,,-0.042,120.0,274.0,,702.0,,55.0,-0.016,0.946,0.148,-6.0,0.837,54.0,0.618,,11.0,278.0,-0.178,95.0,27194.0,22.33,50.004,,0.0,450.0,0.618,,0.013,320.0,0.0,27194.0,43.469,246.0,0.491,-0.013,0.663,315.0,,,,England,0.148,,"{'sg_putt': 0.416, 'sg_arg': 0.231, 'sg_app': 0.148, 'sg_ott': -0.178, 'sg_total': 0.618}","Hall, Harry",33.337,-0.178,0.959,Top 100,0.947,0.0,PGA TOUR,0.946,
Davis,21.0,USA,0.056,87.0,0.937,2.66835767032283,0.97,USA,0.0071180732292048,0.029,44.0,402.0,17.326,-0.0653964931817625,27364.0,0.245,64.55,198.0,629.0,,1.05312580772472,0.069,,6.579,"{'baseline_pred': 1.05312580772472, 'final_pred': 1.0230513126024}",6.579,0.053,0.892,0.132815262972741,0.017,0.0,0.0,0.119,0.667,0.501,0.091,0.0,0.0,-0.183334175687204,32.0,Thompson,-0.0292124608282202,0.119,0.04,0.333,0.017,0.0152203734043748,150.0,0.797,-9.0,-0.055,0.0031897797043491,-0.014,0.245,0.0,0.0,43.0,0.0551268031271384,-0.022,220.0,306.0,0.018410153108724,838.0,27364.0,22.0,0.043,0.935,0.348,-3.0,0.893,32.0,1.165,,100.0,275.0,0.453,100.0,27364.0,23.478,43.349,0.0314476447376015,0.0,480.0,1.165,25.0,0.016,20.0,0.0,27364.0,39.942,27.0,0.554,0.009,0.937,120.0,-0.0220943875990154,-0.0440356426735826,1.0230513126024,United States,0.348,0.0029506973994558,"{'sg_putt': 0.119, 'sg_arg': 0.245, 'sg_app': 0.348, 'sg_ott': 0.453, 'sg_total': 1.165}","Thompson, Davis",32.035,0.453,0.96,Top 50,0.948,0.0,PGA TOUR,0.947,
Taylor,,USA,,,-0.192,,,,,,,,,,27420.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,191.0,Dickson,,,,,,,,,0.0,,,,,,60.0,156.0,,,500.0,,,,,,,,,-4.0,,191.0,,,,,,335.0,,,,,,165.0,,,,275.0,,,,,,,-0.192,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Dickson, Taylor",,,,0,,,Korn Ferry Tour,,
Andy,,USA,,,-0.763,,,,,,,,,,27597.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,371.0,Ogletree,,,,,,,,,1.0,,,,,,20.0,457.0,,,245.0,,,,,,,,,-9.0,,371.0,,,,,,70.0,,,,,,10.0,,,,0.0,,,,,,,-0.763,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Ogletree, Andy",,,,0,,,LIV Tour,,
Jacob,,USA,,,-0.975,,,,,,,,,,27710.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,441.0,Solomon,,,,,,,,,5.0,,,,,,,9999.0,,,150.0,,,,,,,,,0.0,,441.0,,,,,,220.0,,,,,,,,,,,,,,,,,-0.975,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Solomon, Jacob",,,,0,,,Korn Ferry Tour,,
Kevin,,USA,,,-0.691,,,,,,,,,,27762.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,341.0,Velo,,,,,,,,,-1.0,,,,,,,294.0,,,400.0,,,,,,,,,-3.0,,341.0,,,,,,120.0,,,,,,10.0,,,,,,,,,,,-0.691,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Velo, Kevin",,,,0,,,Korn Ferry Tour,,
Chris,143.0,USA,0.046,8.0,-0.36,,0.924,,,0.06,225.0,170.0,19.093,,27774.0,0.006,64.59,89.0,240.0,,,0.076,,17.522,"{'baseline_pred': nan, 'final_pred': nan}",17.522,0.057,0.934,,-0.095,0.0,,-0.112,0.665,0.426,0.079,,0.0,,244.0,Gotterup,,-0.112,0.059,0.388,-0.095,,,0.75,-2.0,0.018,,-0.079,0.006,0.0,0.0,186.0,,0.019,100.0,198.0,,315.0,,165.0,-0.043,0.94,-0.238,0.0,0.834,244.0,-0.177,,242.0,150.0,0.167,475.0,27774.0,25.618,52.368,,0.0,200.0,-0.177,,-0.022,,0.0,27774.0,39.398,110.0,0.579,-0.012,-0.36,407.0,,,,United States,-0.238,,"{'sg_putt': -0.112, 'sg_arg': 0.006, 'sg_app': -0.238, 'sg_ott': 0.167, 'sg_total': -0.177}","Gotterup, Chris",33.564,0.167,0.933,Top 125,0.892,0.0,PGA TOUR,0.917,
