firstName,sg_arg_rank,countryCode,100_150_fw_good_shot_rate,distance_rank,dg_index,std_deviation,over_200_fw_poor_shot_avoid_rate,country_y,course_experience_adjustment,over_150_rgh_good_shot_rate,sg_app_rank,over_200_fw_shot_count,50_100_fw_proximity_per_shot,driving_distance_adjustment,id,sg_arg,over_150_rgh_proximity_per_shot,50_100_fw_shot_count,100_150_fw_shot_count,home_page,baseline_pred,under_150_rgh_good_shot_rate,hidden,distance_pred,strokesGainedTrends,driving_dist,150_200_fw_good_shot_rate,under_150_rgh_poor_shot_avoid_rate,strokes_gained_category_adjustment,driving_acc,100_150_fw_low_data_indicator,country_adjustment,sg_putt_pred,150_200_fw_gir_rate,over_200_fw_gir_rate,50_100_fw_good_shot_rate,am,150_200_fw_low_data_indicator,timing_adjustment,dataGolfRanking,lastName,course_history_adjustment,sg_putt,over_200_fw_good_shot_rate,over_150_rgh_gir_rate,accuracy_pred,cf_short_comp,sample_size,100_150_fw_gir_rate,dg_change,over_150_rgh_sg_per_shot,cf_approach_comp,100_150_fw_sg_per_shot,sg_arg_pred,50_100_fw_low_data_indicator,perkcuppoints2020,owgr_rank,true_sg_adjustments,under_150_rgh_sg_per_shot,perkcuppoints2024,under_150_rgh_shot_count,other_fit_adjustment,150_200_fw_shot_count,dg_id_x,sg_total_rank,over_200_fw_sg_per_shot,over_150_rgh_poor_shot_avoid_rate,sg_app,owgr_change,50_100_fw_gir_rate,dg_rank,sg_total,nextBlockTotalPlayerFieldPoints,sg_putt_rank,over_150_rgh_shot_count,sg_ott_pred,perkcuppoints2023,dg_id,100_150_fw_proximity_per_shot,over_200_fw_proximity_per_shot,age_adjustment,over_200_fw_low_data_indicator,perkcuppoints2022,sg_total_pred,age,50_100_fw_sg_per_shot,perkcuppoints2021,over_150_rgh_low_data_indicator,dg_id_y,under_150_rgh_proximity_per_shot,sg_ott_rank,under_150_rgh_gir_rate,150_200_fw_sg_per_shot,dataGolfIndex,accuracy_rank,total_course_history_adjustment,total_fit_adjustment,final_pred,country_x,sg_app_pred,driving_accuracy_adjustment,playerSkillRatings,player_name,150_200_fw_proximity_per_shot,sg_ott,50_100_fw_poor_shot_avoid_rate,amateur_status,100_150_fw_poor_shot_avoid_rate,under_150_rgh_low_data_indicator,primary_tour,150_200_fw_poor_shot_avoid_rate,comments
Chesson,352.0,USA,0.073,157.0,-0.24,,0.964,,,0.036,208.0,309.0,18.114,,14967.0,-0.233,61.983,171.0,536.0,,,0.083,,1.725,"{'baseline_pred': nan, 'final_pred': nan}",1.725,0.05,0.957,,-0.019,0.0,,0.056,0.684,0.452,0.035,,0.0,,199.0,Hadley,,0.056,0.042,0.352,-0.019,,,0.79,2.0,0.002,,0.011,-0.233,0.0,150.0,272.0,,0.043,90.0,254.0,,683.0,,203.0,-0.021,0.964,-0.205,-2.0,0.821,199.0,-0.427,,136.0,224.0,-0.046,130.0,14967.0,21.513,50.688,,0.0,205.0,-0.427,,-0.061,80.0,0.0,14967.0,36.068,192.0,0.607,-0.003,-0.24,250.0,,,,United States,-0.205,,"{'sg_putt': 0.056, 'sg_arg': -0.233, 'sg_app': -0.205, 'sg_ott': -0.046, 'sg_total': -0.427}","Hadley, Chesson",32.454,-0.046,0.918,Cond 126-150,0.946,0.0,PGA TOUR,0.949,
Chan,58.0,USA,0.086,168.0,0.222,,0.963,,,0.09,75.0,191.0,20.344,,15004.0,0.123,64.158,70.0,292.0,,,0.076,,1.336,"{'baseline_pred': nan, 'final_pred': nan}",1.336,0.049,0.932,,0.031,0.0,,-0.306,0.682,0.52,0.071,,0.0,,121.0,Kim,,-0.306,0.052,0.371,0.031,,,0.8,-3.0,0.042,,0.021,0.123,0.0,0.0,148.0,,0.017,135.0,132.0,,430.0,,110.0,-0.002,0.96,0.222,-5.0,0.878,121.0,0.234,,352.0,100.0,0.196,470.0,15004.0,22.414,49.481,,0.0,35.0,0.234,,-0.027,35.0,0.0,15004.0,38.274,97.0,0.584,0.008,0.222,83.0,,,,United States,0.222,,"{'sg_putt': -0.306, 'sg_arg': 0.123, 'sg_app': 0.222, 'sg_ott': 0.196, 'sg_total': 0.234}","Kim, Chan",31.818,0.196,0.929,Top 125,0.925,0.0,PGA TOUR,0.947,
Lanto,339.0,USA,0.076,163.0,-0.391,2.70102472170161,0.958,USA,-0.0063628899379579,0.065,166.0,260.0,20.297,-0.0228116932765784,15330.0,-0.217,65.483,127.0,395.0,,-0.225673987714026,0.051,,1.494,"{'baseline_pred': -0.225673987714026, 'final_pred': -0.148192592384279}",1.494,0.045,0.932,0.0062993410866384,-0.002,0.0,0.0,-0.143,0.708,0.507,0.063,0.0,0.0,0.143325447619488,255.0,Griffin,-0.0269861112815808,-0.143,0.042,0.334,-0.002,-0.009000230373123,150.0,0.748,-57.0,-0.013,0.0003890408726566,-0.01,-0.217,0.0,155.0,303.0,0.0116435329952314,-0.001,90.0,176.0,-0.0086111895004663,574.0,15330.0,185.0,0.003,0.951,-0.063,-6.0,0.806,255.0,-0.332,,259.0,185.0,0.092,105.0,15330.0,23.718,49.712,-0.0167539398897576,0.0,90.0,-0.332,36.0,-0.058,235.0,0.0,15330.0,38.558,138.0,0.566,-0.004,-0.391,175.0,-0.0333490012195387,-0.0336839852623145,-0.148192592384279,United States,-0.063,-0.0022611024852698,"{'sg_putt': -0.143, 'sg_arg': -0.217, 'sg_app': -0.063, 'sg_ott': 0.092, 'sg_total': -0.332}","Griffin, Lanto",33.303,0.092,0.882,Q-School ,0.919,0.0,PGA TOUR,0.949,
Roberto,,MEX,,,-0.599,,,,,,,,,,15394.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,311.0,Diaz,,,,,,,,,-1.0,,,,,,300.0,488.0,,,235.0,,,,,,,,,-8.0,,311.0,,,,,,250.0,,,,,,195.0,,,,260.0,,,,,,,-0.599,,,,,Mexico,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Diaz, Roberto",,,,0,,,Korn Ferry Tour,,
Carter,,USA,,,-0.99,,,,,,,,,,15456.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,451.0,Jenkins,,,,,,,,,4.0,,,,,,0.0,293.0,,,225.0,,,,,,,,,-5.0,,451.0,,,,,,410.0,,,,,,,,,,,,,,,,,-0.99,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Jenkins, Carter",,,,0,,,Korn Ferry Tour,,
Patrick,9.0,USA,0.077,102.0,1.464,,0.961,,,0.054,21.0,382.0,17.73,,15466.0,0.301,60.001,149.0,504.0,,,0.034,,5.799,"{'baseline_pred': nan, 'final_pred': nan}",5.799,0.07,0.957,,0.006,0.0,,0.249,0.691,0.498,0.074,,0.0,,10.0,Cantlay,,0.249,0.063,0.348,0.006,,,0.821,1.0,0.021,,0.028,0.301,0.0,280.0,11.0,,-0.021,180.0,234.0,,743.0,,11.0,0.033,0.964,0.557,0.0,0.814,10.0,1.515,,46.0,224.0,0.406,175.0,15466.0,21.102,45.876,,0.0,365.0,1.515,,-0.001,405.0,0.0,15466.0,39.252,34.0,0.561,0.029,1.464,151.0,,,,United States,0.557,,"{'sg_putt': 0.249, 'sg_arg': 0.301, 'sg_app': 0.557, 'sg_ott': 0.406, 'sg_total': 1.515}","Cantlay, Patrick",29.682,0.406,0.919,Top 30,0.952,0.0,PGA TOUR,0.96,
Phil,263.0,USA,,272.0,-1.066,,0.96,,,0.06,259.0,99.0,15.036,,1547.0,-0.125,59.197,36.0,,,,0.133,,-3.532,"{'baseline_pred': nan, 'final_pred': nan}",-3.532,0.063,0.933,,-0.042,,,-0.288,0.743,0.533,0.083,,1.0,,483.0,Mickelson,,-0.288,0.071,0.388,-0.042,,,,1.0,0.021,,,-0.125,0.0,135.0,373.0,,0.089,220.0,30.0,,127.0,,338.0,0.065,0.98,-0.341,-17.0,0.786,483.0,-1.322,,346.0,50.0,-0.567,210.0,1547.0,,49.358,,0.0,50.0,-1.322,,0.038,200.0,1.0,1547.0,33.867,365.0,0.627,0.018,-1.066,326.0,,,,United States,-0.341,,"{'sg_putt': -0.288, 'sg_arg': -0.125, 'sg_app': -0.341, 'sg_ott': -0.567, 'sg_total': -1.322}","Mickelson, Phil",30.557,-0.567,0.889,0,,0.0,LIV Tour,0.961,
Beau,10.0,USA,0.054,152.0,0.531,,0.929,,,0.038,202.0,392.0,17.475,,15470.0,0.284,63.999,221.0,555.0,,,0.088,,2.329,"{'baseline_pred': nan, 'final_pred': nan}",2.329,0.042,0.952,,-0.01,0.0,,0.389,0.658,0.405,0.104,,0.0,,71.0,Hossler,,0.389,0.048,0.332,-0.01,,,0.798,2.0,-0.021,,-0.016,0.284,0.0,135.0,78.0,,0.039,195.0,352.0,,785.0,,64.0,-0.067,0.955,-0.186,0.0,0.885,71.0,0.544,,12.0,266.0,0.058,135.0,15470.0,23.261,52.077,,0.0,225.0,0.544,,0.014,125.0,0.0,15470.0,37.269,149.0,0.623,-0.03,0.531,212.0,,,,United States,-0.186,,"{'sg_putt': 0.389, 'sg_arg': 0.284, 'sg_app': -0.186, 'sg_ott': 0.058, 'sg_total': 0.544}","Hossler, Beau",34.557,0.058,0.95,Top 70,0.939,0.0,PGA TOUR,0.934,
C.T.,45.0,TPE,0.061,305.0,0.273,,0.96,,,0.055,92.0,253.0,19.037,,15475.0,0.164,67.523,101.0,392.0,,,0.064,,-5.525,"{'baseline_pred': nan, 'final_pred': nan}",-5.525,0.06,0.928,,0.048,0.0,,0.045,0.697,0.438,0.069,,0.0,,113.0,Pan,,0.045,0.055,0.389,0.048,,,0.801,-4.0,0.019,,0.009,0.164,0.0,125.0,104.0,,0.042,55.0,125.0,,550.0,,89.0,-0.004,0.964,0.167,-7.0,0.85,113.0,0.396,,142.0,165.0,0.02,75.0,15475.0,22.39,49.354,,0.0,125.0,0.396,,-0.047,200.0,0.0,15475.0,36.064,163.0,0.656,0.011,0.273,50.0,,,,Chinese Taipei,0.167,,"{'sg_putt': 0.045, 'sg_arg': 0.164, 'sg_app': 0.167, 'sg_ott': 0.02, 'sg_total': 0.396}","Pan, C.T.",31.808,0.02,0.931,Top 125,0.944,0.0,PGA TOUR,0.944,
Wilson,,CAN,,,-0.749,,,,,,,,,,15499.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,363.0,Bateman,,,,,,,,,1.0,,,,,,,470.0,,,185.0,,,,,,,,,-11.0,,363.0,,,,,,190.0,,,,,,35.0,,,,,,,,,,,-0.749,,,,,Canada,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Bateman, Wilson",,,,0,,,Korn Ferry Tour,,
Mackenzie,3.0,CAN,0.081,190.0,0.804,2.73931239476538,0.959,CAN,0.0394919595012906,0.045,168.0,410.0,18.316,5.96239700768822e-05,15556.0,0.334,62.422,158.0,508.0,,0.610554883770579,0.07,,0.4,"{'baseline_pred': 0.610554883770579, 'final_pred': 0.518159289594211}",0.4,0.04,0.918,-0.267097796527941,-0.052,0.0,0.0,0.691,0.679,0.455,0.095,0.0,0.0,0.072404642876936,45.0,Hughes,0.0426916822565177,0.691,0.051,0.361,-0.052,0.0336551560111149,150.0,0.776,15.0,0.011,-0.0006190906857869,-0.013,0.334,0.0,290.0,57.0,0.00873159163726,-0.022,360.0,329.0,0.033036065325328,803.0,15556.0,79.0,0.002,0.961,-0.065,6.0,0.836,45.0,0.466,,1.0,337.0,-0.493,0.0,15556.0,24.037,48.315,-0.0061641978125348,0.0,160.0,0.466,34.0,-0.014,170.0,0.0,15556.0,40.94,347.0,0.551,-0.022,0.804,353.0,0.0821836417578087,0.0175465238921031,0.518159289594211,Canada,-0.065,-0.0155491654033017,"{'sg_putt': 0.691, 'sg_arg': 0.334, 'sg_app': -0.065, 'sg_ott': -0.493, 'sg_total': 0.466}","Hughes, Mackenzie",33.567,-0.493,0.918,Top 51-60,0.939,0.0,PGA TOUR,0.948,
Tom,247.0,USA,0.086,251.0,0.337,,0.967,,,0.083,24.0,457.0,15.638,,15575.0,-0.112,54.605,197.0,688.0,,,0.063,,-2.475,"{'baseline_pred': nan, 'final_pred': nan}",-2.475,0.076,0.948,,0.004,0.0,,-0.088,0.664,0.524,0.102,,0.0,,98.0,Hoge,,-0.088,0.092,0.381,0.004,,,0.84,0.0,0.055,,0.069,-0.112,0.0,310.0,66.0,,-0.002,240.0,270.0,,966.0,,103.0,0.075,0.963,0.507,-2.0,0.86,98.0,0.297,,226.0,351.0,-0.009,55.0,15575.0,19.177,41.652,,0.0,185.0,0.297,,0.045,275.0,0.0,15575.0,39.125,175.0,0.552,0.025,0.337,157.0,,,,United States,0.507,,"{'sg_putt': -0.088, 'sg_arg': -0.112, 'sg_app': 0.507, 'sg_ott': -0.009, 'sg_total': 0.297}","Hoge, Tom",29.554,-0.009,0.944,Top 30,0.945,0.0,PGA TOUR,0.936,
Kristoffer,,NOR,,,-0.354,,,,,,,,,,15651.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,241.0,Ventura,,,,,,,,,-2.0,,,,,,255.0,305.0,,,435.0,,,,,,,,,-7.0,,241.0,,,,,,115.0,,,,,,135.0,,,,75.0,,,,,,,-0.354,,,,,Norway,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Ventura, Kristoffer",,,,0,,,Korn Ferry Tour,,
Kelly,367.0,USA,0.066,386.0,-0.579,2.70310950834593,0.965,USA,0.0260109963341278,0.034,197.0,256.0,19.471,0.139470374772767,15852.0,-0.258,65.302,132.0,378.0,,-0.697574663719409,0.038,,-13.635,"{'baseline_pred': -0.697574663719409, 'final_pred': -0.7425538485075}",-13.635,0.071,0.955,-0.178728348572144,0.041,0.0,0.0,0.077,0.673,0.442,0.091,0.0,0.0,-0.0162085758882784,306.0,Kraft,0.0344619131512336,0.077,0.047,0.333,0.041,-0.0091497578362621,150.0,0.788,41.0,-0.006,-0.0019583357163111,-0.011,-0.258,0.0,20.0,359.0,-0.0365694053245615,-0.027,60.0,132.0,-0.0111080935525733,524.0,15852.0,276.0,-0.009,0.96,-0.175,34.0,0.786,306.0,-0.849,,123.0,177.0,-0.494,20.0,15852.0,22.894,48.653,-0.0152932858101408,0.0,100.0,-0.849,36.0,-0.05,95.0,0.0,15852.0,40.773,348.0,0.501,0.021,-0.579,62.0,0.0604729094853614,0.1413475213216725,-0.7425538485075,United States,-0.175,0.0129852401014788,"{'sg_putt': 0.077, 'sg_arg': -0.258, 'sg_app': -0.175, 'sg_ott': -0.494, 'sg_total': -0.849}","Kraft, Kelly",30.657,-0.494,0.886,0,0.947,0.0,PGA TOUR,0.939,
Cameron,7.0,AUS,0.08,179.0,0.661,,0.957,,,0.045,74.0,115.0,15.166,,15856.0,0.309,52.18,42.0,88.0,,,0.098,,0.948,"{'baseline_pred': nan, 'final_pred': nan}",0.948,0.066,0.98,,-0.06,1.0,,0.383,0.671,0.408,0.048,,0.0,,56.0,Smith,,0.383,0.043,0.393,-0.06,,,0.893,14.0,0.06,,0.078,0.309,0.0,195.0,100.0,,0.106,585.0,51.0,,137.0,,67.0,-0.025,0.97,0.223,28.0,0.822,56.0,0.514,,15.0,66.0,-0.401,565.0,15856.0,17.601,52.749,,0.0,280.0,0.514,,-0.01,365.0,0.0,15856.0,32.679,325.0,0.675,0.01,0.661,365.0,,,,Australia,0.223,,"{'sg_putt': 0.383, 'sg_arg': 0.309, 'sg_app': 0.223, 'sg_ott': -0.401, 'sg_total': 0.514}","Smith, Cameron",28.475,-0.401,0.905,0,0.977,0.0,LIV Tour,0.949,
David,84.0,USA,0.071,370.0,-0.09,,0.963,,,0.066,82.0,323.0,16.358,,15980.0,0.081,65.483,154.0,505.0,,,0.101,,-11.035,"{'baseline_pred': nan, 'final_pred': nan}",-11.035,0.055,0.937,,0.027,0.0,,-0.109,0.685,0.496,0.097,,0.0,,176.0,Lipsky,,-0.109,0.065,0.318,0.027,,,0.817,-2.0,-0.003,,0.023,0.081,0.0,365.0,149.0,,0.014,215.0,207.0,,710.0,,161.0,0.025,0.965,0.191,-3.0,0.879,176.0,-0.15,,239.0,226.0,-0.313,30.0,15980.0,21.405,47.669,,0.0,165.0,-0.15,,0.041,380.0,0.0,15980.0,39.486,297.0,0.589,0.008,-0.09,90.0,,,,United States,0.191,,"{'sg_putt': -0.109, 'sg_arg': 0.081, 'sg_app': 0.191, 'sg_ott': -0.313, 'sg_total': -0.15}","Lipsky, David",32.24,-0.313,0.948,Top 100,0.964,0.0,PGA TOUR,0.945,
Brooks,104.0,USA,0.053,52.0,0.798,,0.959,,,0.056,70.0,121.0,17.241,,16243.0,0.063,49.052,30.0,94.0,,,0.082,,8.823,"{'baseline_pred': nan, 'final_pred': nan}",8.823,0.071,0.918,,-0.01,1.0,,0.101,0.677,0.517,0.067,,0.0,,46.0,Koepka,,0.101,0.05,0.406,-0.01,,,0.803,-4.0,0.016,,0.002,0.063,0.0,285.0,79.0,,-0.018,540.0,49.0,,184.0,,44.0,0.045,0.944,0.236,-2.0,0.865,46.0,0.78,,109.0,54.0,0.381,640.0,16243.0,20.847,43.609,,0.0,130.0,0.78,,0.048,425.0,0.0,16243.0,36.156,39.0,0.594,0.052,0.798,209.0,,,,United States,0.236,,"{'sg_putt': 0.101, 'sg_arg': 0.063, 'sg_app': 0.236, 'sg_ott': 0.381, 'sg_total': 0.78}","Koepka, Brooks",26.117,0.381,0.967,0,0.979,0.0,LIV Tour,0.967,
Patrick,66.0,USA,0.06,72.0,0.492,2.66793480305811,0.953,USA,0.0475609627306932,0.052,153.0,383.0,19.56,-0.0816923973858256,16283.0,0.112,60.965,207.0,583.0,,0.428769795559829,0.053,,7.272,"{'baseline_pred': 0.428769795559829, 'final_pred': 0.476911650581398}",7.272,0.045,0.941,0.0002227169785415,-0.026,0.0,0.0,0.217,0.708,0.496,0.072,0.0,0.0,0.090846322152662,75.0,Rodgers,0.0273328864828615,0.217,0.042,0.346,-0.026,0.0139912248198366,150.0,0.783,11.0,0.003,-0.0003143965565956,-0.016,0.112,0.0,220.0,86.0,-0.0398883099410559,-0.01,300.0,340.0,0.013676828263241,784.0,16283.0,80.0,0.017,0.958,-0.014,4.0,0.877,75.0,0.46,,56.0,310.0,0.146,200.0,16283.0,23.373,47.739,0.0011390725855499,0.0,170.0,0.46,32.0,-0.019,210.0,0.0,16283.0,38.674,120.0,0.571,0.005,0.492,273.0,0.0748938492135547,-0.0790717959676833,0.476911650581398,United States,-0.014,-0.0110562268450988,"{'sg_putt': 0.217, 'sg_arg': 0.112, 'sg_app': -0.014, 'sg_ott': 0.146, 'sg_total': 0.46}","Rodgers, Patrick",31.914,0.146,0.932,Top 51-60,0.945,0.0,PGA TOUR,0.945,
Mark,162.0,USA,0.067,302.0,0.305,2.65718171965726,0.959,USA,0.0272905813027113,0.055,65.0,437.0,17.721,0.0574377526567176,16333.0,-0.013,58.269,165.0,642.0,,0.291868935525421,0.081,,-5.259,"{'baseline_pred': 0.291868935525421, 'final_pred': 0.580794548891632}",-5.259,0.065,0.952,0.10208897224833,0.057,0.0,0.0,-0.037,0.669,0.503,0.067,0.0,0.0,0.122954272773052,108.0,Hubbard,-0.0235082190301887,-0.037,0.062,0.364,0.057,-0.0035993396019525,150.0,0.795,-3.0,0.021,0.0037231730722677,-0.011,-0.013,0.0,185.0,97.0,-0.0040636627685838,0.029,170.0,209.0,0.0001238334703152,958.0,16333.0,88.0,0.035,0.96,0.265,-2.0,0.822,108.0,0.409,,188.0,274.0,0.194,180.0,16333.0,22.948,46.237,-0.012737141170811,0.0,420.0,0.409,35.0,0.004,150.0,0.0,16333.0,37.164,100.0,0.622,0.024,0.305,34.0,0.0037823622725225,0.0769008100117007,0.580794548891632,United States,0.265,0.0193392238846679,"{'sg_putt': -0.037, 'sg_arg': -0.013, 'sg_app': 0.265, 'sg_ott': 0.194, 'sg_total': 0.409}","Hubbard, Mark",30.903,0.194,0.933,Top 70,0.935,0.0,PGA TOUR,0.951,
Paul,,USA,,,-0.566,2.63539034149841,,USA,-0.0465926875218978,,,,,0.251908540527348,16341.0,,,,,,-0.732066987696847,,,,"{'baseline_pred': -0.732066987696847, 'final_pred': -0.763603221545708}",,,,-0.0970032125995777,,,0.0,,,,,0.0,,-0.152767285753101,300.0,Peterson,0.0,,,,,-7.23272440619578e-05,150.0,,51.0,,-0.0042412502109961,,,,60.0,248.0,0.0007970372497599,,375.0,,-0.004313577455058,,16341.0,,,,,11.0,,300.0,,,,,,215.0,,,,-0.0163887763698534,,,,36.0,,,,,,,,,-0.566,,-0.0465926875218978,0.2804186911458093,-0.763603221545708,United States,,0.0328237280735193,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Peterson, Paul",,,,0,,,Korn Ferry Tour,,
Stephan,68.0,GER,0.049,88.0,0.329,,0.954,,,0.057,112.0,457.0,16.556,,16394.0,0.111,59.123,194.0,628.0,,,0.074,,6.483,"{'baseline_pred': nan, 'final_pred': nan}",6.483,0.052,0.926,,-0.008,0.0,,0.014,0.689,0.44,0.119,,0.0,,102.0,Jaeger,,0.014,0.044,0.421,-0.008,,,0.816,0.0,0.046,,-0.009,0.111,0.0,390.0,53.0,,-0.011,260.0,349.0,,891.0,,72.0,-0.019,0.98,0.114,-1.0,0.887,102.0,0.503,,159.0,298.0,0.265,95.0,16394.0,22.608,46.66,,0.0,215.0,0.503,,0.047,710.0,0.0,16394.0,39.086,71.0,0.553,0.013,0.329,202.0,,,,Germany,0.114,,"{'sg_putt': 0.014, 'sg_arg': 0.111, 'sg_app': 0.114, 'sg_ott': 0.265, 'sg_total': 0.503}","Jaeger, Stephan",30.83,0.265,0.943,Top 50,0.944,0.0,PGA TOUR,0.957,
Ben,376.0,USA,0.08,349.0,-0.373,2.71665340596892,0.971,USA,-0.0171868098134784,0.049,113.0,240.0,16.269,0.0925737203507698,16395.0,-0.283,73.634,126.0,288.0,,-0.235107587833113,0.036,,-8.778,"{'baseline_pred': -0.235107587833113, 'final_pred': -0.0580483892674717}",-8.778,0.047,0.893,0.0874877259365326,0.084,0.0,0.0,-0.281,0.713,0.5,0.079,0.0,0.0,0.0280474961193785,246.0,Kohles,0.0086541367032323,-0.281,0.033,0.325,0.084,-0.0177425765605725,150.0,0.821,-46.0,-0.026,0.0018586246702178,0.022,-0.283,0.0,425.0,122.0,-0.0286496649844492,-0.075,180.0,84.0,-0.0158839518903546,466.0,16395.0,199.0,0.012,0.961,0.106,-8.0,0.862,246.0,-0.394,,341.0,103.0,0.063,675.0,16395.0,21.231,46.395,-0.0094506694916728,0.0,90.0,-0.394,34.0,0.03,310.0,0.0,16395.0,40.851,147.0,0.462,0.015,-0.373,8.0,-0.008532673110246,0.1081569840960981,-0.0580483892674717,United States,0.106,0.0314672156356829,"{'sg_putt': -0.281, 'sg_arg': -0.283, 'sg_app': 0.106, 'sg_ott': 0.063, 'sg_total': -0.394}","Kohles, Ben",31.625,0.063,0.952,Top 100,0.948,0.0,PGA TOUR,0.957,
Matthew,311.0,USA,0.048,273.0,-0.728,2.6997507551841,0.97,USA,0.02325607968801,0.05,246.0,334.0,18.517,0.0366747909521212,16433.0,-0.175,71.413,144.0,495.0,,-0.721912145131152,0.058,,-3.538,"{'baseline_pred': -0.721912145131152, 'final_pred': -0.640466094280023}",-3.538,0.045,0.964,0.113350705516405,0.023,0.0,0.0,-0.161,0.722,0.482,0.062,0.0,0.0,-0.0690551544382975,355.0,NeSmith,0.0454066695204293,-0.161,0.048,0.326,0.023,-0.015184236935591,150.0,0.802,-1.0,-0.016,-0.0018037295395714,-0.01,-0.175,0.0,220.0,242.0,-0.0681427603516838,0.004,45.0,224.0,-0.0169879664751624,802.0,16433.0,274.0,0.009,0.962,-0.287,-6.0,0.87,355.0,-0.842,,277.0,239.0,-0.22,55.0,16433.0,22.334,47.37,0.0066165253841137,0.0,280.0,-0.842,31.0,-0.021,195.0,0.0,16433.0,37.638,265.0,0.581,0.014,-0.728,102.0,0.0686627492084393,0.0300139855321515,-0.640466094280023,United States,-0.287,0.0103271610551927,"{'sg_putt': -0.161, 'sg_arg': -0.175, 'sg_app': -0.287, 'sg_ott': -0.22, 'sg_total': -0.842}","NeSmith, Matthew",31.03,-0.22,0.944,Cond 126-150,0.949,0.0,PGA TOUR,0.949,
Harold,,USA,,,-0.181,,,,,,,,,,16602.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,188.0,Varner III,,,,,,,,,0.0,,,,,,190.0,9999.0,,,205.0,,,,,,,,,0.0,,188.0,,,,,,490.0,,,,,,185.0,,,,305.0,,,,,,,-0.181,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Varner III, Harold",,,,0,,,LIV Tour,,
Nicholas,,USA,0.052,,-0.803,,0.925,,,0.014,,106.0,20.601,,16713.0,,76.141,61.0,193.0,,,0.048,,,"{'baseline_pred': nan, 'final_pred': nan}",,0.05,0.904,,,0.0,,,0.664,0.505,0.131,,0.0,,383.0,Lindheim,,,0.066,0.311,,,,0.824,3.0,-0.046,,0.026,,0.0,315.0,381.0,,-0.038,0.0,83.0,,222.0,,,-0.001,0.957,,-11.0,0.801,383.0,,,,70.0,,350.0,16713.0,20.502,48.431,,0.0,275.0,,,-0.054,115.0,0.0,,40.974,,0.466,-0.009,-0.803,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Lindheim, Nicholas",32.611,,0.918,0,0.959,0.0,PGA TOUR,0.932,
Sam,241.0,USA,0.082,323.0,-0.329,2.70053706050831,0.929,USA,0.0179419931047252,0.113,102.0,338.0,17.292,0.0675683019147952,16715.0,-0.108,54.799,177.0,514.0,,-0.234332742007998,0.072,,-6.658,"{'baseline_pred': -0.234332742007998, 'final_pred': 0.0097193900636433}",-6.658,0.09,0.939,0.0540851251471626,0.022,0.0,0.0,-0.157,0.656,0.495,0.068,0.0,0.0,0.122386318884008,231.0,Ryder,-0.0121966589145514,-0.157,0.038,0.429,0.022,-0.0073758032891385,150.0,0.788,-32.0,0.054,0.0021877006260944,0.011,-0.108,0.0,150.0,192.0,0.0015741759821973,0.011,75.0,264.0,-0.0051881026630441,756.0,16715.0,173.0,-0.011,0.951,0.138,-11.0,0.847,231.0,-0.257,,269.0,266.0,-0.129,195.0,16715.0,21.908,47.697,-0.0101809965314814,0.0,135.0,-0.257,34.0,0.028,170.0,0.0,16715.0,35.73,227.0,0.586,0.039,-0.329,103.0,0.0057453341901738,0.0704421743995808,0.0097193900636433,United States,0.138,0.0080619751478297,"{'sg_putt': -0.157, 'sg_arg': -0.108, 'sg_app': 0.138, 'sg_ott': -0.129, 'sg_total': -0.257}","Ryder, Sam",29.633,-0.129,0.983,Top 125,0.944,0.0,PGA TOUR,0.966,
